Bolagsnamn,Lista,Sektor,Bransch,Ticker,Kursutveckling,Direktavkastning,PE,PS,PB
Avanza,Large Cap,Finans & Fastighet,Nischbanker,AZA,0.145083914,0.03822222,32.49956894,12.17685032,10.84103012
Axfood,Large Cap,Dagligvaror,Livsmedelsbutiker,AXFO,0.171937962,0.008522727,25.95384979,0.842958391,10.63973045
Bergman & Beving,Mid Cap,Industri,Industrikomponenter,BERG B,-0.479047623,0.014414411,11.91512966,0.370473206,0.940450013
BE Group,Small Cap,Industri,Industrikomponenter,BEGR,-0.375000038,0.035998969,53.79336166,0.088135019,0.401827991
Beijer Ref,Large Cap,Industri,Installation & VVS,BEIJ B,0.30812149,0.021989529,31.05772972,1.807579041,6.141795158
Beijer Alma,Mid Cap,Industri,Industrikomponenter,BEIA B,-0.327151375,0.01416431,12.68762016,1.182631016,2.264944077
Beijer Electronics,Small Cap,Informationsteknik,Datorer & Hårdvara,BELE,-0.292832165,0.040688581,17.8115406,0.74061799,1.690317035
Bergs Timber,Small Cap,Material,Skogsbolag,BRG B,-0.365695763,0.02166667,14.93902016,0.204388604,0.60964179
Betsson,Large Cap,Sällanköpsvaror,Betting & Casino,BETS B,-0.396960754,0.079617829,7.950790882,1.210365057,1.278059959
Bilia,Mid Cap,Sällanköpsvaror,Bil & Motor,BILI A,-0.295396404,0.161904793,6.88646698,0.188333005,1.744297028
BillerudKorsnäs,Large Cap,Material,Skogsbolag,BILL,-0.118338547,0.03,21.92639923,0.951682329,1.195348978
BioGaia,Mid Cap,Dagligvaror,Hälsoprodukter,BIOG B,-0.050701184,0.032490981,40.71511078,9.927598,15.01922035
Bioinvent,Small Cap,Hälsovård,Biotech,BINV,-0.116834164,0.054771791,-5.090514183,7.526000023,4.163739204
Biotage,Mid Cap,Hälsovård,Medicinsk Utrustning,BIOT,-0.127358465,0.02518657,38.69348907,6.5633111,8.25657177
Björn Borg,Small Cap,Sällanköpsvaror,Kläder & Skor,BORG,-0.465369682,0.054408998,8.871956825,0.44352901,1.304471016
Boliden,Large Cap,Material,Gruv - Industrimetaller,BOL,-0.324357185,0.083120203,9.191897392,1.065047979,1.283403039
Bong Ljungdahl,Small Cap,Material,Förpackning,BONG,-0.131840801,0.020930231,-6.248880863,0.068067729,0.278836906
Brinova,Small Cap,Finans & Fastighet,Fastighetsbolag,BRIN B,0.398373871,0.01845927,10.88331985,6.661929131,1.236963034
BTS Group,Mid Cap,Industri,Affärskonsulter,BTS B,0.033549767,0.06987577,24.35354996,1.967951059,4.372165203
Bure Equity,Mid Cap,Finans & Fastighet,Investmentbolag,BURE,0.060697155,0.0279354,2.894824028,2.632803917,0.902880013
Byggmax,Mid Cap,Sällanköpsvaror,Detaljhandel,BMAX,-0.18408823,0.04347826,12.08810043,0.32421121,1.142104983
Castellum,Large Cap,Finans & Fastighet,Fastighetsbolag,CAST,-0.099746389,0.025198939,7.724594116,7.497656822,0.996958673
Catena,Mid Cap,Finans & Fastighet,Fastighetsbolag,CATE,0.18577076,0.03030303,9.225149155,9.561247826,1.790122986
Qliro Group,Mid Cap,Informationsteknik,Betalning & E-handel,QLRO,-0.539525719,0.007944915,-6.334965229,0.237551197,0.785670221
CellaVision,Mid Cap,Hälsovård,Medicinsk Utrustning,CEVI,-0.018243222,0.027378509,69.89273071,15.01041985,19.89646912
Clas Ohlson,Mid Cap,Sällanköpsvaror,Detaljhandel,CLAS B,0.056527548,0.01456311,13.75430965,0.560295224,2.751003027
Cloetta,Mid Cap,Dagligvaror,Livsmedel,CLA B,-0.058584237,0.01343706,13.31875038,1.021492004,1.580307007
Concordia Maritime,Small Cap,Energi,Olja & Gas - Transport,CCOR B,-0.09999999,0.02507163,-4.521770954,0.406881213,0.439490199
Consilium,Small Cap,Informationsteknik,Säkerhet & Bevakning,CONS B,0.666666641,0.030209141,-3.843323946,4.332546234,5.054339886
Corem A,Mid Cap,Finans & Fastighet,Fastighetsbolag,CORE A,0.538461533,0.01448995,2.343512058,7.59377718,0.893002927
CTT Systems,Small Cap,Industri,Installation & VVS,CTT,0.07364337,0.429864197,22.48741913,5.530729771,8.669108391
Diamyd Medical,First North,Hälsovård,Biotech,DMYD B,1.211442871,0.084291191,96.94656372,27.13167953,13.20617008
Diös,Mid Cap,Finans & Fastighet,Fastighetsbolag,DIOS,-0.206192379,0.035400741,7.785243988,4.371276855,0.9552508
Doro,Small Cap,Sällanköpsvaror,Hemelektronik,DORO,-0.186903191,0.01704918,9.091741562,0.343299508,0.905892611
Duni,Mid Cap,Dagligvaror,Hygienprodukter,DUNI,-0.258034039,0.037518041,13.71537971,0.665120184,1.384917974
Duroc,Small Cap,Industri,Industrikomponenter,DURC B,-0.203773575,0.0204918,5.305640221,0.245414704,0.793080211
Eastnine,Mid Cap,Finans & Fastighet,Fastighetsbolag,EAST,-0.014705938,0.01812788,6.064891815,16.02368927,0.797504127
Elanders,Mid Cap,Sällanköpsvaror,Media & Publicering,ELAN B,-0.414285736,0.042806182,12.73383045,0.167458802,0.678639412
Electra Gruppen,Small Cap,Sällanköpsvaror,Hemelektronik,ELEC,-0.136865358,0.008049242,11.55471992,0.1116376,1.006728053
Electrolux B,Large Cap,Sällanköpsvaror,Hemelektronik,ELUX B,-0.490893707,0.02055582,13.76877022,0.290344507,1.530864
Elekta,Large Cap,Hälsovård,Medicinsk Utrustning,EKTA B,-0.216757755,0.048438692,27.10795975,2.238033056,4.005648136
Elos,Small Cap,Hälsovård,Medicinsk Utrustning,ELOS B,0,0.01572327,15.92656994,0.889422715,1.135707021
Enea,Mid Cap,Informationsteknik,IT-Konsulter,ENEA,-0.047945204,0.027808681,16.38184929,2.74703598,1.876729965
Eniro,Small Cap,Sällanköpsvaror,Marknadsföring,ENRO,-0.662068939,0.0329302,-0.061436869,0.036919739,-0.125031695
EnQuest,Mid Cap,Energi,Olja & Gas - Exploatering,ENQ,-0.533282928,0.0686378,1.723464012,0.139760301,0.2018722
Ericsson B,Large Cap,Informationsteknik,Kommunikation,ERIC B,-0.110940914,0.0363901,120.778801,1.181620002,3.279062033
Etrion,Small Cap,Kraftförsörjning,Solkraft,ETX,0.03324811,0.04739336,-11.50996971,2.568109989,-18.12257004
eWork,Small Cap,Informationsteknik,IT-Konsulter,EWRK,-0.257208729,0.005370569,14.74662971,0.087966561,7.022181034
Fabege,Large Cap,Finans & Fastighet,Fastighetsbolag,FABG,-0.141947546,0.02314815,6.308930874,13.2672596,0.945675015
Fagerhult,Mid Cap,Industri,Bygginredning,FAG,-0.554838715,0.040733199,10.4012804,0.67406249,0.961236298
Fastpartner,Large Cap,Finans & Fastighet,Fastighetsbolag,FPAR A,0.074074144,0.01135371,4.342241764,8.102560043,1.081799984
Fast Balder,Large Cap,Finans & Fastighet,Fastighetsbolag,BALD B,0.26614542,0.01982161,7.484940052,8.811934471,1.141762018
Feelgood,Small Cap,Hälsovård,Hälsovård & Hjälpmedel,FEEL,-0.180851059,0.094984798,9.649123192,0.316338509,1.271667957
Fenix Outdoor,Large Cap,Sällanköpsvaror,Kläder & Skor,FOI B,-0.177228794,0.01107011,16.12936974,1.601423025,3.092472076
Fingerprint Cards,Mid Cap,Informationsteknik,Biometri,FING B,0.085041752,0.044985938,-330.0231018,3.075954914,2.494072914
Formpipe Software,Small Cap,Informationsteknik,Affärs- & IT-System,FPIP,-0.157446842,0.05037313,29.91839981,2.661556005,2.619437933
Getinge,Large Cap,Hälsovård,Hälsovård & Hjälpmedel,GETI B,0.656140366,0.02248033,42.08179855,1.936197042,2.451888084
GHP Specialty Care,Small Cap,Hälsovård,Sjukhus & Vårdhem,GHP,-0.017793595,0.041031651,26.17601967,0.71413821,2.330708981
Gunnebo,Mid Cap,Industri,Säkerhet,GUNN,-0.413988686,0.048674588,28.1255703,0.231827095,0.864442587
ICA Gruppen,Large Cap,Dagligvaror,Livsmedelsbutiker,ICA,0.268963509,0.06341464,25.68836021,0.739027619,2.604960918
Haldex,Mid Cap,Industri,Industrikomponenter,HLDX,-0.563182526,0.019375,247.5684967,0.240285799,0.805277824
Heba,Mid Cap,Finans & Fastighet,Fastighetsbolag,HEBA B,0.11728816,0.08505703,9.395131111,17.51530075,1.235595942
Hennes & Mauritz,Large Cap,Sällanköpsvaror,Kläder & Skor,HM B,-0.174374161,0.02111486,15.21175957,0.936272621,3.740981102
Hexagon,Large Cap,Industri,Mätning & Analys,HEXA B,-0.134079285,0.01383126,21.76186943,3.911640882,2.520781994
Hexpol,Large Cap,Material,Kemikalier,HPOL B,-0.321785088,0.064516129,12.89091015,1.281764984,2.037475109
HiQ,Mid Cap,Informationsteknik,IT-Konsulter,HIQ,-0.373251801,0.051252851,11.35499954,1.083835006,2.460877895
HMS Networks,Mid Cap,Informationsteknik,Kommunikation,HMS,-0.255789509,0.06078187,32.13489914,4.357986927,6.633049011
Holmen B,Large Cap,Material,Skogsbolag,HOLM B,0.332061081,0.02220166,5.372050762,2.558969975,1.169338942
Hufvudstaden A,Large Cap,Finans & Fastighet,Fastighetsbolag,HUFV A,-0.19913147,0.056882672,8.463354111,13.4408102,0.848523021
Husqvarna B,Large Cap,Sällanköpsvaror,Hemelektronik,HUSQ B,-0.367391853,0.04,11.71623993,0.700303316,1.713253021
I.A.R Systems,Mid Cap,Informationsteknik,Affärs- & IT-System,IAR B,-0.498113213,0.006687898,22.32518005,4.46940279,3.062144995
Image Systems,Small Cap,Informationsteknik,Affärs- & IT-System,IS,-0.247787647,0.046768708,-16.26275063,0.537264585,0.86035502
Indutrade,Large Cap,Industri,Industrikomponenter,INDT,-0.026969397,0.032991199,22.34754944,1.798869014,4.619102955
ICTA,Small Cap,Industri,Affärskonsulter,ICTA,0.040000019,0.057906461,1.198027015,0.411463201,0.993312716
Intrum,Large Cap,Finans & Fastighet,Kredit & Finansiering,INTRUM,-0.493006973,0.045135412,-47.26548004,1.070353031,0.777214229
ITAB Shop Concept,Mid Cap,Industri,Bygginredning,ITAB B,-0.469565239,0.007417582,10.4095602,0.205981597,0.71457243
JM,Large Cap,Industri,Bostadsbyggnation,JM,-0.013687134,0.02522522,7.869997025,0.787398219,1.686575055
Kabe,Small Cap,Sällanköpsvaror,Bil & Motor,KABE B,-0.224422436,0.037037041,8.961872101,0.448473305,0.970183492
Karo Pharma,Mid Cap,Hälsovård,Biotech,KARO,0.440162315,0.049586778,1051.852051,4.909601212,1.654425025
Klövern A,Large Cap,Finans & Fastighet,Fastighetsbolag,KLOV A,0.210317421,0.041118422,4.189559937,3.458287001,0.624317706
KnowIT,Mid Cap,Informationsteknik,IT-Konsulter,KNOW,-0.334615402,0.0132626,11.43206024,0.795931816,2.166771889
Kungsleden,Large Cap,Finans & Fastighet,Fastighetsbolag,KLED,-0.05650094,0.037037041,6.741836071,6.246523857,0.865469277
Lagercrantz,Mid Cap,Industri,Elektroniska komponenter,LAGR B,0.053540559,0.568561897,22.38820076,1.992548943,5.112071991
Lammhults Design,Small Cap,Industri,Bygginredning,LAMM B,-0.22173914,0.008173077,5.55960989,0.295899004,0.608772874
Latour,Large Cap,Finans & Fastighet,Investmentbolag,LATO B,0.174148617,0.209151592,18.20342064,7.058423042,3.728127956
Lindab,Mid Cap,Industri,Installation & VVS,LIAB,-0.206603794,0.028225811,9.468375206,0.650275588,1.277008057
Loomis,Large Cap,Industri,Säkerhet,LOOM B,-0.36946106,0.007656968,9.631699562,0.753362417,1.652809978
Lundbergföretagen,Large Cap,Finans & Fastighet,Investmentbolag,LUND B,0.401459846,0.0275,8.783038139,4.837460041,1.290151954
Lundin Mining,Large Cap,Material,Gruv - Prospekt & Drift,LUMI,-0.127527866,0.177069492,19.50453949,1.723562956,0.864606321
Lundin Petroleum,Large Cap,Energi,Olja & Gas - Exploatering,LUPE,-0.367127266,0.003846154,7.904336929,2.211232901,-4.078223228
Malmbergs Elektriska,Small Cap,Industri,Elektroniska komponenter,MEAB B,-0.300884972,0.008588235,10.93375015,0.616599381,1.243283033
Medivir,Small Cap,Hälsovård,Biotech,MVIR B,-0.267692318,0.02915452,-2.810692072,48.1711998,1.879852057
Mekonomen,Mid Cap,Sällanköpsvaror,Bil & Motor,MEKO,-0.355957794,0.03646677,5.826329231,0.200239107,0.555080295
Mycronic,Large Cap,Informationsteknik,Elektronik & Tillverkning,MYCR,-0.050746293,0.05061224,14.56377029,2.891104937,4.181325912
Midsona B,Mid Cap,Dagligvaror,Hälsoprodukter,MSON B,-0.133911381,0.02556237,22.32653046,0.702903628,0.932664096
Midway B,Small Cap,Finans & Fastighet,Investmentbolag,MIDW B,-0.224376698,0.021150589,8.46996212,0.468173414,0.774773419
Millicom,Large Cap,Telekommunikation,Bredband & Telefoni,TIGO SDB,-0.484135475,0.081355934,20.52350998,0.705254376,1.269399047
Stockwik,Small Cap,Finans & Fastighet,Investmentbolag,STWK,1.561366119,0.03759398,7.158302784,0.567724109,2.126673937
Amasten,First North,Finans & Fastighet,Fastighetsbolag,AMAST,0.388888855,0.005421687,7.599554062,8.092685699,1.053786993
MQ,Small Cap,Sällanköpsvaror,Kläder & Skor,MQ,-0.801859512,0.02921129,-0.401369427,0.065338999,0.209843923
Empir Group,Small Cap,Informationsteknik,IT-Konsulter,EMPIR B,-0.459393921,0.01353791,-4.378559113,0.173054099,0.332437485
MTG B,Large Cap,Sällanköpsvaror,Media & Publicering,MTG B,-0.180441418,0.040816331,-11.55216026,1.50051105,1.229033947
MultiQ,Small Cap,Informationsteknik,Datorer & Hårdvara,MULQ,0.210457535,0.007575758,4.973146915,0.458589494,1.154189944
NCC B,Large Cap,Industri,Byggnation & Infrastruktur,NCC B,-0.103773546,0.067378995,16.45368004,0.246659994,4.718791008
Nederman,Mid Cap,Industri,Installation & VVS,NMAN,-0.032258089,0,17.70735931,0.928180218,2.901118994
NetEnt,Mid Cap,Sällanköpsvaror,Betting & Casino,NET B,-0.120358524,0.023417721,15.34424019,3.670340061,6.878602982
Net Insight,Small Cap,Informationsteknik,Kommunikation,NETI B,-0.264670696,0.02608696,-21.92856979,1.57210803,1.520596981
New Wave,Mid Cap,Sällanköpsvaror,Kläder & Skor,NEWA B,-0.549467239,0.024793388,5.229866982,0.284461886,0.523061574
NIBE,Large Cap,Industri,Installation & VVS,NIBE B,0.334529533,0.03125,38.86978912,3.328351021,4.791357994
Nobia,Large Cap,Sällanköpsvaror,Möbler & Inredning,NOBI,-0.417211685,0.066079302,7.051669121,0.410031706,1.335454941
Nolato,Large Cap,Material,Kemikalier,NOLA B,0.156062737,0.067340069,18.83448029,1.672003984,4.464128017
Nordea Bank,Large Cap,Finans & Fastighet,Banker,NDA SE,-0.294185886,0.01477833,13.68169022,2.406755924,0.660008192
NOTE,Small Cap,Informationsteknik,Elektronik & Tillverkning,NOTE,0.1471698,0.048780489,9.540846825,0.49871549,1.887611032
Strax,Small Cap,Sällanköpsvaror,Fritid & Sport,STRAX,0.156565628,0.03694268,-15.16555977,0.231429204,1.308485031
Novotek,Small Cap,Informationsteknik,Affärs- & IT-System,NTEK B,-0.143283558,0.03623188,11.39431,0.993209183,2.487489939
Oasmia Pharmaceutical,Mid Cap,Hälsovård,Läkemedel,OASM,0.061294723,0.050940439,-11.5447998,153.4311066,2.65574789
Odd Molly,Small Cap,Sällanköpsvaror,Kläder & Skor,ODD,-0.545999985,0.002688172,-0.666966975,0.187860101,0.387666106
OEM,Mid Cap,Industri,Industrikomponenter,OEM B,-0.033980582,0.022151899,15.58755016,1.376734018,3.933526993
Trention,Small Cap,Finans & Fastighet,Investmentbolag,TRENT,-0.16666666,0.043932481,-24.50259972,2.985780001,0.612879515
Orexo,Mid Cap,Hälsovård,Läkemedel,ORX,-0.190666656,0.005714286,9.5915308,2.487565041,2.974936008
Ortivus B,Small Cap,Hälsovård,Hälsovård & Hjälpmedel,ORTI B,0.924999924,0.116945105,-9.356014252,2.944892883,17.10553932
Peab,Large Cap,Industri,Byggnation & Infrastruktur,PEAB B,-0.21616869,0.061855669,9.433829308,0.365418106,1.608960032
Poolia,Small Cap,Industri,Bemanning,POOL B,-0.492000008,0.065671639,7.529644012,0.105820499,1.159811974
Precise Biometrics,Small Cap,Informationsteknik,Biometri,PREC,0.187919445,0.043243241,885,5.548828125,4.033360958
Prevas,Small Cap,Informationsteknik,IT-Konsulter,PREV B,0.30890049,0.066926942,7.912643909,0.317103803,1.351930022
Pricer,Small Cap,Informationsteknik,Elektronisk Utrustning,PRIC B,0.406666603,0.115107899,19.05837059,1.856480002,2.2980299
Proact IT,Mid Cap,Informationsteknik,IT-Konsulter,PACT,-0.596070709,0.03385798,11.74440956,0.276041806,1.79458797
Probi,Mid Cap,Dagligvaror,Livsmedel,PROB,-0.436611214,0.057731962,24.70183945,3.388039112,1.841433048
ProfilGruppen,Small Cap,Industri,Industrikomponenter,PROF B,-0.45901638,0.074299221,8.370535851,0.309091687,1.208747983
Ratos B,Large Cap,Finans & Fastighet,Investmentbolag,RATO B,0.030798814,0.029489729,10.15357971,0.266414195,0.609133422
RaySearch Laboratories,Mid Cap,Hälsovård,Medicinsk Utrustning,RAY B,-0.478380852,0.059574471,38.56093979,2.621207952,2.755398989
Rejlerkoncernen,Small Cap,Industri,Affärskonsulter,REJL B,0.285714264,0.04679666,23.1566391,0.701462388,1.93177402
RNB Retail and Brands,Small Cap,Sällanköpsvaror,Kläder & Skor,RNBS,-0.917777786,0.033035369,-0.131890193,0.01201288,0.113072403
Rottneros,Mid Cap,Material,Skogsbolag,RROS,-0.172006741,0.068965521,7.723162174,0.625316024,1.085693002
Saab,Large Cap,Industri,Militär & Försvar,SAAB B,-0.365542068,0.068308549,13.02744961,0.729076922,1.258016944
Sagax A,Large Cap,Finans & Fastighet,Fastighetsbolag,SAGA A,0.272222214,0.035540071,11.88708973,18.73756027,2.537652016
Sandvik,Large Cap,Industri,Industrimaskiner,SAND,-0.215197392,0.068212819,19.42033005,1.606287003,2.680814981
SAS,Mid Cap,Industri,Flygtransport,SAS,-0.556544495,0.086315212,14.15205002,0.069079913,0.730988026
SCA B,Large Cap,Material,Skogsbolag,SCA B,0.219777565,0.03526093,24.89023018,3.253240108,1.034332037
SEB A,Large Cap,Finans & Fastighet,Banker,SEB A,-0.272123871,0.04,7.070175171,2.845462084,0.916213214
Sectra,Mid Cap,Hälsovård,Medicinsk Utrustning,SECT B,0.334975357,0.030712531,68.21842957,9.492312431,21.52532959
Securitas,Large Cap,Industri,Säkerhet,SECU B,-0.332707939,0.081936684,11.60324955,0.351236701,1.990484953
Semcon,Small Cap,Industri,Affärskonsulter,SEMC,-0.204878025,0.06060606,8.332339287,0.476657897,1.428359985
Sensys Gatso,Small Cap,Informationsteknik,Säkerhet & Bevakning,SENS,-0.29697691,0.050505052,-76.51612854,2.510277987,2.272428036
Handelsbanken A,Large Cap,Finans & Fastighet,Banker,SHB A,-0.260315895,0.05337079,8.934167862,3.392477989,0.945882976
SinterCast,Small Cap,Industri,Industrikomponenter,SINT,0.038759689,0.063531771,19.71080971,8.155021667,8.505460739
Skanska,Large Cap,Industri,Byggnation & Infrastruktur,SKA B,-0.079796214,0.053652501,11.01955032,0.385963112,2.026247978
SKF B,Large Cap,Industri,Industrikomponenter,SKF B,-0.223676548,0.04387167,10.93521023,0.706481516,1.711156011
SkiStar,Mid Cap,Sällanköpsvaror,Resor & Nöjen,SKIS B,-0.224545422,0.072354541,14.84899044,2.399799109,2.538810015
Softronic,Small Cap,Informationsteknik,IT-Konsulter,SOF B,-0.146054163,0.095192766,13.67794991,1.064404964,2.654534101
SSAB A,Large Cap,Material,Gruv - Industrimetaller,SSAB A,-0.396137962,0.01727862,20.97145081,0.294728696,0.373749405
Stora Enso R,Large Cap,Material,Skogsbolag,STE R,-0.126895456,0.051311288,9.205422401,0.79263562,1.091302037
Studsvik,Small Cap,Industri,Energi & Återvinning,SVIK,-0.118863106,0.045614028,-10.00969028,0.428544194,0.926811814
Svedbergs,Small Cap,Sällanköpsvaror,Möbler & Inredning,SVED B,-0.149377604,0.047244101,10.42090034,0.711811185,2.423101902
Sweco B,Large Cap,Industri,Affärskonsulter,SWEC B,0.38288681,0.076271191,27.00831985,1.822260976,5.258932114
Swedbank,Large Cap,Finans & Fastighet,Banker,SWED A,-0.30888443,0.062893081,5.870271206,2.515809059,0.834048092
Swedish Match,Large Cap,Dagligvaror,Tobak,SWMA,0.355621681,0.019493181,25.49526024,6.737489223,-15.70269966
Swedish Orphan Biovitrum,Large Cap,Hälsovård,Läkemedel,SOBI,-0.219501343,0.075286422,15.52715015,3.600600958,3.030205011
Swedol,Mid Cap,Sällanköpsvaror,Detaljhandel,SWOL B,0.199742279,0.04262877,16.34193039,1.069257975,2.74951005
Systemair,Mid Cap,Industri,Installation & VVS,SYSR,0.326605568,0.027548211,16.27535057,0.832894027,2.385987043
Tele2 B,Large Cap,Telekommunikation,Bredband & Telefoni,TEL2 B,0.11466239,0.03695652,36.84725189,3.465010881,2.753591061
Telia Company,Large Cap,Telekommunikation,Bredband & Telefoni,TELIA,-0.147365866,0.03903904,20.5440197,1.695034981,1.600440025
TietoEVRY,Large Cap,Informationsteknik,IT-Konsulter,TIETOS,-0.200291328,0.04911592,19.49884987,0.879774272,0.910561383
TradeDoubler,Small Cap,Sällanköpsvaror,Marknadsföring,TRAD,-0.466076736,0.059886999,-6.961537838,0.06739749,0.350161701
Viking Supply,Small Cap,Industri,Sjöfart & Rederi,VSSAB B,-0.257759762,0.021366019,9.865117073,1.017827034,0.252205014
Trelleborg,Large Cap,Material,Kemikalier,TREL B,-0.300776234,0.0182102,-147.2550964,0.800887823,1.002974033
Agromino,Small Cap,Dagligvaror,Jordbruk,AGRO,-0.376963387,0.01856342,7.366597176,0.504450321,0.368745804
Kindred,Large Cap,Sällanköpsvaror,Betting & Casino,KIND SDB,-0.610591927,0.009717938,12.38687038,0.768067718,2.996119976
VBG,Mid Cap,Industri,Industrikomponenter,VBG B,-0.134948101,0.022522521,10.4357996,0.838970304,1.287433028
Venue Retail Group,Small Cap,Sällanköpsvaror,Accessoarer,VRG B,-0.833333359,0.044705882,-0.673109472,0.034509171,1.694198012
Vitrolife,Large Cap,Hälsovård,Medicinsk Utrustning,VITR,-0.297224693,0.06504065,44.52259064,11.51406956,9.499515533
Volvo B,Large Cap,Industri,Industrimaskiner,VOLV B,-0.2005439,0.030944631,6.65704298,0.552636683,1.722486019
Wallenstam,Large Cap,Finans & Fastighet,Fastighetsbolag,WALL B,0.052210994,0.057251911,11.65384007,15.7434597,1.340628982
Wihlborgs,Large Cap,Finans & Fastighet,Fastighetsbolag,WIHL,0.044410319,0.036319611,7.17298317,7.028691769,1.17216897
XANO Industri,Mid Cap,Industri,Industrikomponenter,XANO B,-0.078260856,0.074285712,16.32638931,1.250555992,3.326478958
ÅF,Large Cap,Industri,Affärskonsulter,AF B,-0.065853677,0.02207505,18.97966003,0.787301779,1.663352013
Karolinska Development,Small Cap,Finans & Fastighet,Investmentbolag,KDEV,-0.442372894,0.042016811,0.802204311,71.82195282,0.241180703
Boule Diagnostics,Small Cap,Hälsovård,Medicinsk Utrustning,BOUL,0.054098411,0.05210084,33.18367004,2.494153976,3.737859964
Dedicare,Small Cap,Industri,Bemanning,DEDI,-0.288431015,0.04375,15.40044975,0.523929775,4.367019176
Moberg Pharma,Small Cap,Hälsovård,Läkemedel,MOB,-0.754153824,0.0177305,13.46138,0.767560422,0.253430307
Concentric,Mid Cap,Industri,Industrikomponenter,COIC,-0.343214798,0.041189928,11.91714001,1.90128696,3.367419958
Cavotec,Mid Cap,Industri,Industrimaskiner,CCC,0.379310303,0.02985075,18.05462074,0.72079128,1.323513031
Micro Systemation,Small Cap,Informationsteknik,Elektronisk Utrustning,MSAB B,-0.53125,0.053872061,84.9697876,1.353217959,5.469777107
Vitec Software,Mid Cap,Informationsteknik,Affärs- & IT-System,VIT B,0.884057999,0.0725,57.62411118,4.546111107,7.752048969
Semafo,Mid Cap,Material,Gruv - Guld & Silver,SMF,-0.0679245,0.03833333,16.79701042,1.771801949,1.056135058
Bulten,Mid Cap,Industri,Industrikomponenter,BULTEN,-0.42890995,0.063091478,18.21755028,0.312154591,0.651920378
Moment Group,Small Cap,Sällanköpsvaror,Resor & Nöjen,MOMENT,-0.71285141,0.026819921,-1.003509045,0.065079957,0.641406596
ADDvise Group A,First North,Hälsovård,Hälsovård & Hjälpmedel,ADDV A,-0.134615374,0.04166667,43.06219864,0.488219887,2.076632977
Arctic Minerals,First North,Material,Gruv - Guld & Silver,ARCT,0.013698617,0.075150299,-8.883554459,26.36776924,0.881878674
Avensia,First North,Informationsteknik,Betalning & E-handel,AVEN,-0.365714264,0.042735038,21.43684959,1.302096009,6.370940208
Avtech,First North,Informationsteknik,Affärs- & IT-System,AVT B,-0.4493927,0.04237288,96.4539032,3.623245001,2.657881975
Bredband2,First North,Telekommunikation,Bredband & Telefoni,BRE2,0.288167992,0.012552299,23.31605911,1.411134005,12.01488972
C-RAD,Small Cap,Hälsovård,Medicinsk Utrustning,CRAD B,-0.224030056,0.048543692,-69.41335297,4.663582802,11.49940014
Catella B,Mid Cap,Finans & Fastighet,Kapitalförvaltning,CAT B,-0.307251949,0.035460989,13.85918999,0.647107482,1.028908968
Auriant Mining,First North,Material,Gruv - Guld & Silver,AUR,0.701680679,0.02537313,-66.9421463,1.418941975,-1.562137008
Confidence,First North,Industri,Säkerhet,CONF,-0.056847491,0.081300812,-1.659242034,0.307041407,1.350159049
DistIT,First North,Informationsteknik,Datorer & Hårdvara,DIST,-0.301149426,0.07598784,9.748901367,0.160183996,0.944291413
Diadrom,First North,Informationsteknik,IT-Konsulter,DIAH,-0.344827614,0.03529412,8.395935059,0.910729289,3.068485022
Dignitana,First North,Hälsovård,Medicinsk Utrustning,DIGN,0.28,0.071428571,-9.235209465,8.255363464,6.374227047
