Bolagsnamn,Land,Lista,Sektor,Bransch,Ticker,Kursutveckling,PE,PS,PB
Cinedigm,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,CIDM,-0.743399963,-0.898040116,0.351082593,-0.394152611
Cintas,USA,Nasdaq,Industri,Affärskonsulter,CTAS,0.24384058,29.46659088,3.641618967,8.363428116
Cirrus Logic,USA,Nasdaq,Informationsteknik,Elektronik & Tillverkning,CRUS,0.566259041,24.35106087,2.946749926,2.905571938
Cisco Systems,USA,Nasdaq,Informationsteknik,Kommunikation,CSCO,-0.274525166,13.44974041,3.048089981,4.422060013
Citi Trends,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,CTRN,-0.312377205,11.90071011,0.211252093,0.902873576
Citizens & Northern,USA,Nasdaq,Finans & Fastighet,Banker,CZNC,-0.25924509,13.33928013,4.114645004,1.090232968
Citizens Community Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,CZWI,-0.151666641,11.96380043,1.89825201,0.761845112
Citizens Holding,USA,Nasdaq,Finans & Fastighet,Banker,CIZN,-0.069451213,16.37607002,3.022437096,0.947485805
Citrix Systems,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,CTXS,0.148229599,22.81398964,4.959764957,17.82556915
City Holding,USA,Nasdaq,Finans & Fastighet,Banker,CHCO,-0.180005245,11.52859974,5.154085159,1.548614979
Civista Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,CIVB,-0.285116253,7.794116974,2.46903801,0.733353376
Clarus,USA,Nasdaq,Sällanköpsvaror,Fritid & Sport,CLAR,-0.120748281,16.89266014,1.341189027,1.698300004
Clean Energy Fuels,USA,Nasdaq,Energi,Olja & Gas - Försäljning,CLNE,-0.359223251,13.31987953,0.78541702,0.506618679
Clearfield,USA,Nasdaq,Informationsteknik,Kommunikation,CLFD,-0.333116455,34.0871315,1.660156012,1.845813036
ClearOne,USA,Nasdaq,Informationsteknik,Kommunikation,CLRO,0.294444447,-3.747185946,1.495792031,0.843464673
Clearside Biomedical,USA,Nasdaq,Hälsovård,Biotech,CLSD,0.992307663,-1.787809968,408.3447876,10.92098999
Cleveland Biolabs,USA,Nasdaq,Hälsovård,Biotech,CBLI,0.810344849,-15.0071497,36.30823135,-10.58197975
Clovis Oncology,USA,Nasdaq,Hälsovård,Biotech,CLVS,-0.775391312,-0.830115616,2.371092081,-1.945863962
CLPS Inc,USA,Nasdaq,Informationsteknik,IT-Konsulter,CLPS,-0.823318329,-7.589755058,0.38412261,1.199813008
Investcorp Credit Management,USA,Nasdaq,Finans & Fastighet,Fondförvaltning,ICMB,-0.216774158,-18.22275925,2.395759106,0.597986579
CME Group,USA,Nasdaq,Finans & Fastighet,Kapitalförvaltning,CME,0.134895687,32.95137024,14.29594994,2.66343689
CNB Financial,USA,Nasdaq,Finans & Fastighet,Banker,CCNE,-0.289844341,7.275488853,1.876037955,0.957981229
Co Diagnostics Inc,USA,Nasdaq,Hälsovård,Biotech,CODX,9.98333374,-31.68268967,1949.661987,68.53639221
Coca Cola Bottling,USA,Nasdaq,Dagligvaror,Drycker,COKE,-0.171359653,170.9826965,0.400075108,5.565559864
Cocrystal Pharma,USA,Nasdaq,Hälsovård,Läkemedel,COCP,-0.565517235,-0.848599076,6.465833187,0.563184083
Coda Octopus,USA,Nasdaq,Informationsteknik,IT-Konsulter,CODA,-0.271208229,11.59035015,2.42620492,1.984902024
Codexis,USA,Nasdaq,Hälsovård,Biotech,CDXS,-0.477812157,-47.91667175,8.703660965,5.646818161
Codorus Valley Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,CVLY,-0.218554859,9.269841194,2.003412008,0.894109488
Coffee Holding,USA,Nasdaq,Dagligvaror,Livsmedel,JVA,-0.467862473,-209.4118042,0.229301006,0.784792006
Cogent Communications,USA,Nasdaq,Telekommunikation,Bredband & Telefoni,CCOI,0.724569321,103.2032013,7.211835861,-19.33831978
Cognex,USA,Nasdaq,Industri,Mätning & Analys,CGNX,-0.234802837,33.87208176,9.363150597,5.011497021
Cognizant Technology,USA,Nasdaq,Informationsteknik,IT-Konsulter,CTSH,-0.253127213,16.15541077,1.735131979,2.642054081
Coherent,USA,Nasdaq,Informationsteknik,Elektronisk Utrustning,COHR,-0.126923618,118.0863037,2.063021898,2.161421061
Coherus Biosciences,USA,Nasdaq,Hälsovård,Biotech,CHRS,0.132762318,12.92872047,3.136226892,10.61378956
Cohu,USA,Nasdaq,Informationsteknik,Elektronik & Tillverkning,COHU,-0.052631559,-9.662988663,1.149606943,1.388196945
Collectors Universe,USA,Nasdaq,Industri,Stödtjänster & Service,CLCT,0.085552454,13.71510029,2.242779016,7.818716049
Collegium Pharmaceutical,USA,Nasdaq,Hälsovård,Läkemedel,COLL,-0.027670145,-25.86866951,1.994387031,6.767962933
Colony Bankcorp,USA,Nasdaq,Finans & Fastighet,Banker,CBAN,-0.289080448,11.06044006,1.942697048,0.900349915
Columbia Banking System,USA,Nasdaq,Finans & Fastighet,Banker,COLB,-0.21392334,10.41331959,3.795698881,0.93128413
Columbia Financial,USA,Nasdaq,Finans & Fastighet,Banker,CLBK,-0.10320961,28.93400955,6.209354877,1.650004029
Columbia Sportswear,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,COLM,-0.315768604,14.09910965,1.533983946,2.523519039
Columbus McKinnon,USA,Nasdaq,Industri,Industrimaskiner,CMCO,-0.223284607,9.385619164,0.782604516,1.351410985
Comcast,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,CMCSA,-0.007331729,13.38488007,1.584380031,2.086472988
Commerce Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,CBSH,-0.112124739,14.95794964,6.503917217,1.918558002
Commercial Vehicle,USA,Nasdaq,Industri,Industrimaskiner,CVGI,-0.618686905,2.898828983,0.098738477,0.660886109
Commscope Holding,USA,Nasdaq,Informationsteknik,Kommunikation,COMM,-0.651598129,-1.521131992,0.177891195,0.808429718
Community Bankers,USA,Nasdaq,Finans & Fastighet,Banker,ESXB,-0.145222902,9.626973152,2.298823118,0.967691123
Community Financial,USA,Nasdaq,Finans & Fastighet,Banker,TCFC,-0.106693802,9.572182655,2.140923023,0.854663312
Community First Bancshares,USA,Nasdaq,Finans & Fastighet,Nischbanker,CFBI,-0.141395388,180.9803925,4.567439079,0.911315918
Community Trust Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,CTBI,-0.175824165,9.276820183,3.239088058,0.976637125
Community West Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,CWBC,-0.165403252,9.252316475,1.590805054,0.887577474
CommVault Systems,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,CVLT,-0.443233147,-97.06761169,2.417623043,3.980211973
Computer Programs & Systems,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,CPSI,-0.220829372,16.9510498,1.267102957,1.887686968
ComScore,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,SCOR,-0.881886292,-0.502729416,0.483151615,0.725070715
Comstock Holding Companies,USA,Nasdaq,Industri,Bostadsbyggnation,CHCI,-0.409962845,-6.449410915,0.377912194,1.751238942
Comtech Telecommunications,USA,Nasdaq,Informationsteknik,Kommunikation,CMTL,-0.137362661,21.17000008,0.743315816,0.915305018
Conatus Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,CNAT,-0.826497421,-1.005293965,0.522056818,0.56162411
Concert Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,CNCE,-0.488357773,-2.53599,185.0265045,1.964118958
Conformis,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,CFMS,-0.426086884,-1.486152053,0.600318789,2.843462944
Conifer,USA,Nasdaq,Finans & Fastighet,Försäkring,CNFR,-0.251585369,-3.483764887,0.306501597,0.688672721
Conmed,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,CNMD,0.458297386,104.5140991,3.017836094,4.056944847
Connecticut Water Service,USA,Nasdaq,Kraftförsörjning,Vattenförsörjning,CTWS,0.011417866,-110.0141983,7.107960224,2.857323885
ConnectOne Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,CNOB,-0.194109077,8.037951469,2.156125069,0.800548911
Conns,USA,Nasdaq,Informationsteknik,Datorer & Hårdvara,CONN,-0.751293106,2.188673019,0.106538497,0.264540911
Consolidated Communications,USA,Nasdaq,Telekommunikation,Bredband & Telefoni,CNSL,-0.3850103,-20.3533802,0.322508693,1.264507055
Consolidated Water,USA,Nasdaq,Kraftförsörjning,Vattenförsörjning,CWCO,0.209266434,29.20008087,3.519243956,1.446038008
Construction Partners,USA,Nasdaq,Industri,Byggnation & Infrastruktur,ROAD,0.160816307,16.85232925,0.915586114,2.108736992
Consumer Portfolio Services,USA,Nasdaq,Finans & Fastighet,Kredit & Finansiering,CPSS,-0.285714264,6.726458073,0.192365706,0.33305949
Cool Holdings,USA,Nasdaq,Informationsteknik,Datorer & Hårdvara,AWSM,-0.971325302,-0.038242761,0.056303039,-0.095651053
Copart,USA,Nasdaq,Sällanköpsvaror,Bil & Motor,CPRT,0.300309067,24.62043953,7.951137066,8.327323914
Corbus Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,CRBP,-0.296928349,-4.047945976,7.506249905,8.989407539
Corcept Therapeutics,USA,Nasdaq,Hälsovård,Läkemedel,CORT,-0.094292822,14.25039005,4.092556953,3.379235983
Core Mark,USA,Nasdaq,Dagligvaror,Livsmedelsbutiker,CORE,-0.351230965,19.74649048,0.067032561,1.887930989
Cornerstone OnDemand,USA,Nasdaq,Informationsteknik,IT-Konsulter,CSOD,-0.393524513,-485.6296082,3.470504999,12.62493992
CorVel,USA,Nasdaq,Hälsovård,Sjukhus & Vårdhem,CRVL,0.01487112,25.63949013,1.952906966,6.022233963
CoStar,USA,Nasdaq,Informationsteknik,Internettjänster,CSGP,0.416039696,75.7383728,17.06320953,7.013082027
Costco Wholesale,USA,Nasdaq,Sällanköpsvaror,Detaljhandel,COST,0.305548191,36.18193817,0.849515975,8.284347534
County Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,ICBK,0.178285713,8.734327316,2.093365908,0.808422923
Coupa Software,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,COUP,0.334253311,-89.29521179,21.78939056,16.74762917
Cowen,USA,Nasdaq,Finans & Fastighet,Kapitalförvaltning,COWN,-0.19584774,20.37881088,0.316789806,0.410509109
Covenant Transportation,USA,Nasdaq,Industri,Tåg- & Lastbilstransport,CVTI,-0.502678528,24.48889923,0.230578899,0.589125514
CPI Card,USA,Nasdaq,Finans & Fastighet,Kredit & Finansiering,PMTS,-0.722569427,-2.066200972,0.032251012,-0.058832519
Cps Technologies,USA,Nasdaq,Industri,Elektroniska komponenter,CPSH,-0.090328035,-26.8136692,0.796747923,3.208573103
CRA International,USA,Nasdaq,Industri,Affärskonsulter,CRAI,-0.074775696,18.31385994,0.803346992,1.833652973
Cracker Barrel Old Country,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,CBRL,-0.30893898,11.95003986,0.837199509,4.149096012
Craft Brew Alliance,USA,Nasdaq,Dagligvaror,Bryggeri,BREW,-0.02964431,-22.31818008,1.488175035,2.291805029
Credit Acceptance,USA,Nasdaq,Finans & Fastighet,Kredit & Finansiering,CACC,-0.070031762,11.85653019,5.05262804,3.19422698
Cree,USA,Nasdaq,Informationsteknik,Elektronik & Tillverkning,CREE,-0.321298256,-25.50704002,3.787436008,1.917343974
Crispr Therapeutics,USA,Nasdaq,Hälsovård,Biotech,CRSP,0.148010616,36.85599899,9.084301949,2.800354004
Crocs,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,CROX,-0.192216034,12.2162199,1.127251983,10.51657009
Cross Country Healthcare,USA,Nasdaq,Industri,Bemanning,CCRN,0.035667062,-4.865334988,0.342030287,1.729213953
Crown Crafts,USA,Nasdaq,Sällanköpsvaror,Fritid & Sport,CRWS,0.017543197,8.633093834,0.733907998,1.320904016
CryoPort,USA,Nasdaq,Industri,Flygtransport,CYRX,0.54460968,-30.27873993,18.2838192,4.914321899
CSG Systems,USA,Nasdaq,Informationsteknik,IT-Konsulter,CSGS,-0.010692656,15.96784019,1.34327805,3.375650883
CSP Inc,USA,Nasdaq,Informationsteknik,IT-Konsulter,CSPI,-0.014160275,-41.06761169,0.549710095,1.414085984
CSW Industrials,USA,Nasdaq,Material,Kemikalier,CSWI,0.246481533,23.2898407,2.757911921,3.566087008
CSX Corp,USA,Nasdaq,Industri,Tåg- & Lastbilstransport,CSX,-0.187543507,13.96914005,3.775959969,3.804323912
CTI BioPharma,USA,Nasdaq,Hälsovård,Biotech,CTIC,-0.109899998,-1.665606022,2.895682096,1.615187049
CTI Industries,USA,Nasdaq,Sällanköpsvaror,Bil & Motor,CTIB,-0.718562241,-0.387736589,0.065711766,0.984236777
Cue Biopharma,USA,Nasdaq,Hälsovård,Biotech,CUE,1.416923065,-8.321855545,131.7194977,13.35426044
CUI Global,USA,Nasdaq,Informationsteknik,Elektronisk Utrustning,CUI,-0.398496284,-1.273480058,0.512777686,0.584819913
Cumberland Pharmaceuticals,USA,Nasdaq,Hälsovård,Läkemedel,CPIX,-0.28620697,-13.34193039,1.331642985,1.218906999
Curis,USA,Nasdaq,Hälsovård,Biotech,CRIS,0.028301954,-1.226096988,3.820857048,-1.391005039
Cutera,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,CUTR,0.102923279,-20.67351913,1.418555975,5.610742092
CVB Financial,USA,Nasdaq,Finans & Fastighet,Banker,CVBF,-0.235074635,11.06836987,5.018414021,1.152240992
CVD Equipment,USA,Nasdaq,Industri,Industrimaskiner,CVV,-0.203901291,-3.775409937,1.125283957,0.638265371
Cyanotech,USA,Nasdaq,Hälsovård,Läkemedel,CYAN,-0.463611832,-9.594985962,0.402132809,0.758532286
CyberArk Software,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,CYBR,-0.18796217,53.49655151,7.606156826,5.287780762
CyberOptics,USA,Nasdaq,Informationsteknik,Elektronisk Utrustning,CYBE,-0.163771687,158.0675049,2.026731014,2.059360981
Cypress Semiconductor,USA,Nasdaq,Informationsteknik,Elektronik & Tillverkning,CY,0.547602882,218.0780029,3.87354207,4.067304134
Cyren,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,CYRN,-0.573991051,-2.824858904,1.353770971,2.561743975
CyrusOne,USA,Nasdaq,Finans & Fastighet,Fastighet - REIT,CONE,0.119214649,154.3946991,6.535438061,2.63420105
Cytokinetics,USA,Nasdaq,Hälsovård,Biotech,CYTK,0.924799957,-5.691710949,26.49398041,-65.08553314
CytomX Therapeutics,USA,Nasdaq,Hälsovård,Biotech,CTMX,-0.382105293,-2.602988958,4.64820385,5.228035927
Plus Therapeutics,USA,Nasdaq,Hälsovård,Biotech,PSTV,-0.882401657,-0.074395403,0.507875621,25.21920013
Cytosorbents,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,CTSO,-0.337499962,-7.985937119,6.235747814,45.51749039
Daily Journal,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,DJCO,-0.095302048,26.52116013,5.594696999,1.837916017
Daktronics,USA,Nasdaq,Informationsteknik,Elektronisk Utrustning,DAKT,-0.39615387,-22.95322037,0.344317794,1.148972034
DarioHealth,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,DRIO,-0.534139404,-0.6927405,1.91750598,3.661762953
Dasan Zhone Solutions,USA,Nasdaq,Informationsteknik,Datorer & Hårdvara,DZSI,-0.600000038,-5.795847893,0.28017199,0.80695802
Daseke,USA,Nasdaq,Industri,Tåg- & Lastbilstransport,DSKE,-0.567099571,-0.351191401,0.074368574,0.931349695
Data IO,USA,Nasdaq,Informationsteknik,IT-Konsulter,DAIO,-0.525040398,-20.43084908,1.119511962,1.121487975
Dave & Busters Entertainment,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,PLAY,-0.608229408,6.404294014,0.408528596,3.693934917
DavidsTea,USA,Nasdaq,Dagligvaror,Livsmedelsbutiker,DTEA,-0.385530167,-0.709137619,0.133126706,0.948919296
Dawson Geophysical,USA,Nasdaq,Energi,Olja & Gas - Service,DWSN,-0.586319199,-1.935091019,0.202883899,0.286676705
Deciphera Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,DCPH,0.721705475,-9.904787064,91.71414948,4.195776939
Del Taco Restaurants,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,TACO,-0.525050087,156.4355927,0.342319608,0.423774809
Urban Tea,USA,Nasdaq,Dagligvaror,Livsmedelsbutiker,MYT,-0.722244873,-7.897484779,26.6038208,1.167999983
Denali Therapeutics,USA,Nasdaq,Hälsovård,Biotech,DNLI,-0.180980148,-8.166819572,60.86233902,4.111741066
Dennys,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,DENN,-0.283029556,6.630504131,1.327744007,-5.206470013
Dentsply Sirona,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,XRAY,-0.123558464,36.32638931,2.337568045,1.849490047
Assertio Therapeutics,USA,Nasdaq,Hälsovård,Läkemedel,ASRT,-0.76805481,-0.302826107,0.32781139,1.298077941
Dermira,USA,Nasdaq,Hälsovård,Biotech,DERM,1.413127441,-4.094065189,12.33537006,70.59867096
Destination Maternity,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,DEST,-0.975336304,-0.109967001,0.004308401,0.073041722
Destination XL,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,DXLG,-0.808064499,-1.368602991,0.05050632,0.421886593
Deswell Industries,USA,Nasdaq,Industri,Elektroniska komponenter,DSWL,-0.124059439,15.4218502,0.607786179,0.501889586
DexCom,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,DXCM,0.762217178,230.4573975,15.66508961,26.19722939
Diamond Hill Investment,USA,Nasdaq,Finans & Fastighet,Kapitalförvaltning,DHIL,-0.216894512,6.770843029,2.611174107,1.849828959
Diamondback Energy,USA,Nasdaq,Energi,Olja & Gas - Exploatering,FANG,-0.725654449,17.88640022,1.05092299,0.3144283
Diana Containerships,USA,Nasdaq,Industri,Sjöfart & Rederi,DCIX,-0.39613636,-0.474888295,0.970340371,0.276425213
Dicerna Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,DRNA,0.547117958,-9.605771065,50.63180923,7.952315807
Centric Brands,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,CTRC,-0.534825859,-0.357450098,0.051171198,-1.382575035
Digi International,USA,Nasdaq,Informationsteknik,Kommunikation,DGII,-0.103256588,59.10995102,1.278838992,0.912366629
Digimarc,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,DMRC,-0.442307663,-5.920486927,8.949943542,4.160411835
Digirad,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,DRAD,-0.512555351,-1.349743009,0.05696224,0.159821004
Digital Ally,USA,Nasdaq,Informationsteknik,Säkerhet & Bevakning,DGLY,-0.762711868,-0.894405425,1.13231504,-3.506220102
Digital Turbine,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,APPS,0.896774292,-67.74194336,4.009769917,8.863783836
Dime Community Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,DCOM,-0.258996429,14.47525024,2.157068014,0.861253977
Diodes,USA,Nasdaq,Informationsteknik,Elektronik & Tillverkning,DIOD,0.046079159,13.13661003,1.546105981,1.745522022
Discovery,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,DISCA,-0.168049812,8.348658562,1.127002954,1.269773006
DISH Network,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,DISH,-0.257322845,9.064001083,0.962957919,1.066473961
Diversified Restaurant,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,SAUC,0.106736183,-7.509025097,0.2210605,-1.467738032
Dixie,USA,Nasdaq,Sällanköpsvaror,Möbler & Inredning,DXYN,0.160377388,-0.807086587,0.052597638,0.420199096
DLH Holdings,USA,Nasdaq,Industri,Affärskonsulter,DLHC,-0.138795967,12.95271969,0.349058807,1.324422956
DMC Global,USA,Nasdaq,Material,Gruv - Industrimetaller,BOOM,-0.501443443,9.858165741,0.827450871,1.910951972
DNB Financial,USA,Nasdaq,Finans & Fastighet,Banker,DNBF,0.325394516,18.14789009,4.048045158,1.653203011
DocuSign,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,DOCU,0.339524879,-57.09934998,14.95748043,23.61222076
Dogness,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,DOGZ,-0.688888931,20.43795967,1.107059956,0.477088988
Dollar Tree,USA,Nasdaq,Sällanköpsvaror,Detaljhandel,DLTR,-0.182910194,24.1096096,0.838664293,3.165813923
Dolphin Entertainment,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,DLPN,-0.656464691,-1.662636042,0.330495685,1.04343605
Domo,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,DOMO,-0.604186783,-2.69163394,1.975103974,-6.963666916
Donegal,USA,Nasdaq,Finans & Fastighet,Försäkring,DGICA,-0.009767115,8.042961121,0.467022508,0.840980828
Dorman Products,USA,Nasdaq,Sällanköpsvaror,Bil & Motor,DORM,-0.271137409,23.58243942,1.984701037,2.543345928
Dova Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,DOVA,0.660154114,-10.75152969,58.85174179,24.31410027
Dragon Victory,USA,Nasdaq,Finans & Fastighet,Kredit & Finansiering,LYL,-0.376404457,-12,4.598053932,1.292737961
Dropbox,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,DBX,-0.273054428,-126.25,4.056293011,8.335873604
DropCar,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,DCAR,-0.8207547,-0.2454146,0.507325828,1.313263059
Dryships,USA,Nasdaq,Industri,Sjöfart & Rederi,DRYS,0.003831387,107.3770981,2.496098042,0.729131579
DSP Group,USA,Nasdaq,Informationsteknik,Kommunikation,DSPG,-0.063957872,-238.7716064,2.433157921,1.869250059
Duluth,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,DLTH,-0.744652405,12.13469028,0.307276696,1.214339018
Dunkin Brands,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,DNKN,-0.091744366,22.21339035,3.884126902,-9.05109787
Durect,USA,Nasdaq,Hälsovård,Biotech,DRRX,1.383015594,-14.27336025,10.89750957,14.09335041
DXP Enterprises,USA,Nasdaq,Industri,Industrimaskiner,DXPE,-0.615129242,8.322649956,0.225460902,0.83100611
Dynatronics,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,DYNT,-0.310679607,-7.050644875,0.221361995,0.652768373
Dynavax Technologies,USA,Nasdaq,Hälsovård,Biotech,DVAX,-0.631894455,-1.421296,7.310938835,31.05958939
E-TRADE Financial,USA,Nasdaq,Finans & Fastighet,Kapitalförvaltning,ETFC,-0.213615055,9.582380295,2.608468056,1.253803015
Eagle Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,EGBN,-0.439361343,7.47911787,2.417886972,0.872439325
Eagle Bancorp Montana,USA,Nasdaq,Finans & Fastighet,Banker,EBMT,-0.053530693,9.84130764,2.295161009,0.877454698
Eagle Bulk Shipping,USA,Nasdaq,Industri,Sjöfart & Rederi,EGLE,-0.45804985,-7.861842155,0.584484816,0.354910105
Eagle Financial Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,EFBI,0.074831724,51.11997986,4.945543766,0.963733494
Eagle Pharmaceuticals,USA,Nasdaq,Hälsovård,Läkemedel,EGRX,-0.180406933,38.59527969,2.718497992,2.972150087
East West Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,EWBC,-0.387856712,6.931252003,2.472606897,0.92756933
Eastern,USA,Nasdaq,Industri,Industrimaskiner,EML,-0.121696835,11.93875027,0.62619549,1.495107055
Eastside Distilling,USA,Nasdaq,Dagligvaror,Bryggeri,EAST,-0.660344849,-1.374833941,1.366878986,1.358922958
eBay,USA,Nasdaq,Informationsteknik,Internettjänster,EBAY,-0.029534638,16.63721085,2.567100048,9.660167694
Ebix,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,EBIX,-0.617559242,6.076422215,1.008846045,1.064782023
Echo Global Logistics,USA,Nasdaq,Industri,Tåg- & Lastbilstransport,ECHO,-0.336184731,28.03974915,0.186311603,1.062023997
EchoStar,USA,Nasdaq,Informationsteknik,Kommunikation,SATS,0.053011417,-30.06524086,1.64884901,0.847418785
Ecology & Environment,USA,Nasdaq,Industri,Energi & Återvinning,EEI,0.345818863,-34.06084824,0.751922011,2.14418292
Editas Medicine,USA,Nasdaq,Hälsovård,Biotech,EDIT,-0.103097324,-7.575304985,53.86029053,4.213603973
Educational Development,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,EDUC,-0.460759468,6.260103226,0.306784809,1.214936972
eGain,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,EGAN,-0.429930801,43.49834824,2.918736935,6.990437984
eHealth,USA,Nasdaq,Finans & Fastighet,Försäkring,EHTH,1.251771698,46.62656021,5.808670044,5.577683926
Eidos Therapeutics,USA,Nasdaq,Hälsovård,Biotech,EIDX,1.453325958,-42.48789978,62.55316162,9.739459038
Ekso Bionics,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,EKSO,-0.877183075,-1.550681949,1.633849025,3.34533906
El Pollo Loco,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,LOCO,-0.206730785,14.88722038,0.786185324,1.416129947
Eldorado Resorts,USA,Nasdaq,Sällanköpsvaror,Betting & Casino,ERI,-0.458934021,24.03454018,0.757774711,1.714774013
Electro Sensors,USA,Nasdaq,Industri,Mätning & Analys,ELSE,-0.012578249,85.220047,1.448593974,0.922161102
electroCore,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,ECOR,-0.922301559,-0.331321597,8.310571671,0.546768486
Electronic Arts,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,EA,0.028670192,10.64570999,5.464622021,4.068450928
Elmira Savings Bank,USA,Nasdaq,Finans & Fastighet,Banker,ESBK,-0.167899857,14.67870998,2.207487106,0.876835525
Eltek,USA,Nasdaq,Informationsteknik,Elektronik & Tillverkning,ELTK,0.302325478,31.92701912,0.166869804,0.97528851
Emclaire Financial,USA,Nasdaq,Finans & Fastighet,Banker,EMCF,-0.195424862,8.741258621,1.879582047,0.791277528
Emcore,USA,Nasdaq,Informationsteknik,Kommunikation,EMKR,-0.416873512,-2.094474077,0.766544998,0.89358592
Emmis Communications,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,EMMS,-0.179347878,-2.386974096,0.757836998,0.297412306
Empire Resorts,USA,Nasdaq,Sällanköpsvaror,Betting & Casino,NYNY,-0.257425728,-2.264492989,1.402071953,1.849547029
Enanta Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,ENTA,-0.467069511,32.71918106,5.579835892,2.173696041
Encore Capital,USA,Nasdaq,Finans & Fastighet,Kredit & Finansiering,ECPG,0.106583118,6.61841917,0.785389602,1.073891044
Encore Wire,USA,Nasdaq,Industri,Elektroniska komponenter,WIRE,-0.236154079,16.03595924,0.728397071,1.192024946
Endo International,USA,Nasdaq,Hälsovård,Läkemedel,ENDP,-0.547976837,-2.451102972,0.304285288,-1.023373008
Endologix,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,ELGX,-0.840136032,-0.244587794,0.118662097,0.266421199
Endurance International,USA,Nasdaq,Informationsteknik,IT-Konsulter,EIGI,-0.631884079,-29.88235092,0.333699286,1.886227965
Energous,USA,Nasdaq,Industri,Elektroniska komponenter,WATT,-0.814940567,-0.859011829,180.8703003,1.903556943
Energy Focus,USA,Nasdaq,Sällanköpsvaror,Möbler & Inredning,EFOI,-0.660458755,-0.497713804,0.372448504,0.873690188
Energy Recovery,USA,Nasdaq,Industri,Industrimaskiner,ERII,-0.042792797,43.67934036,5.402742863,3.453531981
