Bolagsnamn,Lista,Sektor,Bransch,Ticker,Kursutveckling,Direktavkastning,PE,PS,PB,Kursutveckling2,Direktavkastning2,PE2,PS2,PB2,Kursutveckling3,Direktavkastning3,PE3,PS3,PB3
Bilia,Mid Cap,Sällanköpsvaror,Bil & Motor,BILI A,-0.295396404,0.161904793,6.88646698,0.188333005,1.744297028,0.626865616,0.003522013,-27.91292953,8.893670082,2.050591946,0.083650188,0.022807021,8.76389122,9.083185196,1.700616956
BillerudKorsnäs,Large Cap,Material,Skogsbolag,BILL,-0.118338547,0.03,21.92639923,0.951682329,1.195348978,-0.263076897,0.024653311,14.39303017,0.638058782,0.548678279,0.010416666,0.085910654,12.74682999,0.519254386,2.549495935
BioGaia,Mid Cap,Dagligvaror,Hälsoprodukter,BIOG B,-0.050701184,0.032490981,40.71511078,9.927598,15.01922035,0.298692818,0.025,14.64258957,4.936357021,2.069956064,0.709677429,0.160377293,-3.87992692,4.373807907,5.10247612
Bioinvent,Small Cap,Hälsovård,Biotech,BINV,-0.116834164,0.054771791,-5.090514183,7.526000023,4.163739204,-0.1166259,0.119047604,14.86524963,0.531772375,3.062547922,0.368821335,0.033333333,2.109160788,6.834399584,0.803702712
Biotage,Mid Cap,Hälsovård,Medicinsk Utrustning,BIOT,-0.127358465,0.02518657,38.69348907,6.5633111,8.25657177,-0.101010141,0.08416667,-0.427001894,0.528378725,0.496883899,-0.046272569,0.03638814,20.07901955,4.938388824,7.740647793
Björn Borg,Small Cap,Sällanköpsvaror,Kläder & Skor,BORG,-0.465369682,0.054408998,8.871956825,0.44352901,1.304471016,-0.528735657,0.009863014,-9.855769157,1.320170999,1.409319043,-0.238311672,0.056265979,7.578497887,4.255194187,0.929883182
Boliden,Large Cap,Material,Gruv - Industrimetaller,BOL,-0.324357185,0.083120203,9.191897392,1.065047979,1.283403039,-0.207103786,0.070865412,5.237511158,0.736919701,0.561251581,-0.103019524,0.026732669,5.714124203,15.09694958,0.751379788
Bong Ljungdahl,Small Cap,Material,Förpackning,BONG,-0.131840801,0.020930231,-6.248880863,0.068067729,0.278836906,-0.364705849,0.055925431,19.95074081,5.564465046,0.884423614,-0.524725266,0.067052021,10.33279991,0.1358836,0.550678313
Brinova,Small Cap,Finans & Fastighet,Fastighetsbolag,BRIN B,0.398373871,0.01845927,10.88331985,6.661929131,1.236963034,0.529082794,0.042505589,90.35030365,2.878473043,4.541304111,-0.250569458,0.098784199,9.722509384,0.093935497,0.847093582
BTS Group,Mid Cap,Industri,Affärskonsulter,BTS B,0.033549767,0.06987577,24.35354996,1.967951059,4.372165203,0.293859711,0.037735851,-4.968840122,3.368324995,1.55786097,-0.292225666,0.02259603,25.10954094,2.073043108,3.710347891
Bure Equity,Mid Cap,Finans & Fastighet,Investmentbolag,BURE,0.060697155,0.0279354,2.894824028,2.632803917,0.902880013,-0.69,0.042492919,-4.538798809,0.3590042,0.419068098,-0.113749495,0.01913754,116.4981995,1.139742017,3.162846088
Byggmax,Mid Cap,Sällanköpsvaror,Detaljhandel,BMAX,-0.18408823,0.04347826,12.08810043,0.32421121,1.142104983,-0.45714283,0.004587156,65.51724243,0.869483173,0.531539679,-0.393425255,0.078671331,13.09794044,0.078131787,6.237092018
Castellum,Large Cap,Finans & Fastighet,Fastighetsbolag,CAST,-0.099746389,0.025198939,7.724594116,7.497656822,0.996958673,-0.354214973,0.024091549,14.99909973,0.969982505,1.463233948,-0.176002922,0.02807018,6.27863884,13.20355988,0.941134512
Catena,Mid Cap,Finans & Fastighet,Fastighetsbolag,CATE,0.18577076,0.03030303,9.225149155,9.561247826,1.790122986,-0.62043251,0.024474809,-15.13980007,2.864793062,0.744381189,-0.528649406,0.043415341,10.41635036,0.675039411,0.962629378
Qliro Group,Mid Cap,Informationsteknik,Betalning & E-handel,QLRO,-0.539525719,0.007944915,-6.334965229,0.237551197,0.785670221,-0.474358978,0.020408161,-62.9961586,1.422549009,0.505474627,-0.018732032,0.02790015,3.921839952,7.318095207,0.977063119
CellaVision,Mid Cap,Hälsovård,Medicinsk Utrustning,CEVI,-0.018243222,0.027378509,69.89273071,15.01041985,19.89646912,-0.237569027,0.006111111,-2.038404942,0.709402978,0.359280705,-0.294605827,0.03529412,25.68751907,2.285175085,2.249011993
Clas Ohlson,Mid Cap,Sällanköpsvaror,Detaljhandel,CLAS B,0.056527548,0.01456311,13.75430965,0.560295224,2.751003027,-0.210070381,0.017543859,18.8136692,1.648954034,5.187886238,0.769699783,0.007951232,42.04837036,1.934659004,2.449939966
Cloetta,Mid Cap,Dagligvaror,Livsmedel,CLA B,-0.058584237,0.01343706,13.31875038,1.021492004,1.580307007,-0.735848999,0.008223684,-0.546875,0.103456497,0.668931484,0.207742672,0.027088039,25.96383095,0.746952415,2.632894993
Concordia Maritime,Small Cap,Energi,Olja & Gas - Transport,CCOR B,-0.09999999,0.02507163,-4.521770954,0.406881213,0.439490199,-0.145955324,0.055769229,8.80826664,0.959535599,1.128893971,0.156794424,0.01445783,9.463542938,17.64283943,1.244593024
Consilium,Small Cap,Informationsteknik,Säkerhet & Bevakning,CONS B,0.666666641,0.030209141,-3.843323946,4.332546234,5.054339886,-0.876190491,0.073260069,0.277126402,0.086965099,0.055774871,-0.299939251,0.039895921,12.86859035,1.27954495,2.033946991
Corem A,Mid Cap,Finans & Fastighet,Fastighetsbolag,CORE A,0.538461533,0.01448995,2.343512058,7.59377718,0.893002927,-0.275000038,0.088888893,9.943890572,6.054563999,0.879514813,-0.279904289,0.01578073,27.36239052,3.71076107,5.647942066
CTT Systems,Small Cap,Industri,Installation & VVS,CTT,0.07364337,0.429864197,22.48741913,5.530729771,8.669108391,-0.174039841,0.031083479,27.09296989,1.122856021,1.897544026,0.263358688,0.026435051,5.094983101,2.426989079,1.109030008
Diamyd Medical,First North,Hälsovård,Biotech,DMYD B,1.211442871,0.084291191,96.94656372,27.13167953,13.20617008,1.819306793,0.029661019,7.74355793,0.844112575,0.976075888,-0.229012337,0.03122498,8.188015938,13.00354004,0.820918024
Diös,Mid Cap,Finans & Fastighet,Fastighetsbolag,DIOS,-0.206192379,0.035400741,7.785243988,4.371276855,0.9552508,1.61592514,0.058139529,-12.92226028,6047.37793,7.031679153,-0.425271416,0.01647266,10.30603981,0.616012514,1.507040024
Doro,Small Cap,Sällanköpsvaror,Hemelektronik,DORO,-0.186903191,0.01704918,9.091741562,0.343299508,0.905892611,-0.911242599,0.033613451,-0.791676104,4.152910233,0.319124013,0.021176507,0.43778801,1.176342964,0.404015899,0.975334108
Duni,Mid Cap,Dagligvaror,Hygienprodukter,DUNI,-0.258034039,0.037518041,13.71537971,0.665120184,1.384917974,-0.441071396,0.05797101,-6.054159164,0.04939929,0.485616595,-0.547384338,0.092127304,-43.24520111,0.979311526,0.71110642
Duroc,Small Cap,Industri,Industrikomponenter,DURC B,-0.203773575,0.0204918,5.305640221,0.245414704,0.793080211,-0.300000019,0.01538462,-38.88888931,106.0689011,0.098077036,-0.002981515,0.037380381,7.453206062,0.745697916,1.597254992
Eastnine,Mid Cap,Finans & Fastighet,Fastighetsbolag,EAST,-0.014705938,0.01812788,6.064891815,16.02368927,0.797504127,-0.333333321,0.035087719,-1.581027985,0.089365453,-0.338694513,0.034220591,0.01911765,3.73626399,3.084111929,0.556768477
Elanders,Mid Cap,Sällanköpsvaror,Media & Publicering,ELAN B,-0.414285736,0.042806182,12.73383045,0.167458802,0.678639412,-0.216216259,0.145161304,-13.3640604,1.077577949,0.634401619,-0.102310228,0.03823529,6.615365028,6.12934494,0.849233985
Electra Gruppen,Small Cap,Sällanköpsvaror,Hemelektronik,ELEC,-0.136865358,0.008049242,11.55471992,0.1116376,1.006728053,0.73783783,0.036923079,17.68427086,4.414890766,2.563512087,0.075000029,0.02236136,20.51639938,1.825958967,4.684669018
Electrolux B,Large Cap,Sällanköpsvaror,Hemelektronik,ELUX B,-0.490893707,0.02055582,13.76877022,0.290344507,1.530864,-0.404856453,0.075,15.28818989,1.360582948,2.692116976,-0.326839828,0.088424435,4.829718113,0.257051885,0.528850317
Elekta,Large Cap,Hälsovård,Medicinsk Utrustning,EKTA B,-0.216757755,0.048438692,27.10795975,2.238033056,4.005648136,-0.292938175,0.04333333,8.331525803,1.772714019,0.89478302,0.077821012,0.019855601,16.6194706,6.444242001,3.403728962
Elos,Small Cap,Hälsovård,Medicinsk Utrustning,ELOS B,0,0.01572327,15.92656994,0.889422715,1.135707021,-0.226386185,0.04,8.16893959,2.039614916,0.999961972,-0.116493645,0.04699739,8.623989105,0.592284381,1.163125038
Enea,Mid Cap,Informationsteknik,IT-Konsulter,ENEA,-0.047945204,0.027808681,16.38184929,2.74703598,1.876729965,0.898380737,0.435255699,11.5969696,3.146713972,1.426681042,0.313037624,0.008568549,8.250732422,4.544281006,1.211961031
Eniro,Small Cap,Sällanköpsvaror,Marknadsföring,ENRO,-0.662068939,0.0329302,-0.061436869,0.036919739,-0.125031695,-0.227932281,0.024286821,-3.872982979,0.806181371,6.523015976,-0.155971479,0.022943511,17.47473907,1.544195056,0.774628282
EnQuest,Mid Cap,Energi,Olja & Gas - Exploatering,ENQ,-0.533282928,0.0686378,1.723464012,0.139760301,0.2018722,-0.65354332,0.03353658,-2.704917908,0.346360594,0.901904702,-0.313756752,0.044372091,8.628750801,2.413887024,-4.451982021
Ericsson B,Large Cap,Informationsteknik,Kommunikation,ERIC B,-0.110940914,0.0363901,120.778801,1.181620002,3.279062033,-0.870689621,0.006523955,-16.74106979,0.140921801,0.071038187,-0.126506042,0.01724138,13.28143024,2.636542082,3.813158989
Etrion,Small Cap,Kraftförsörjning,Solkraft,ETX,0.03324811,0.04739336,-11.50996971,2.568109989,-18.12257004,-0.03239131,0.038236439,17.3610096,2.208472013,2.511332989,-0.140039492,0.02866972,21.6559906,0.681792974,0.904653072
eWork,Small Cap,Informationsteknik,IT-Konsulter,EWRK,-0.257208729,0.005370569,14.74662971,0.087966561,7.022181034,-0.066571178,0.006058621,15.57256031,6.34449482,0.682108879,-0.505696754,0.033794329,19.99872017,0.687220991,1.23694098
Fabege,Large Cap,Finans & Fastighet,Fastighetsbolag,FABG,-0.141947546,0.02314815,6.308930874,13.2672596,0.945675015,-0.976543198,0.039087951,-0.009701995,0.082914092,0.312043399,-0.430630646,0.068565402,-4.653446198,0.183918506,0.353307992
Fagerhult,Mid Cap,Industri,Bygginredning,FAG,-0.554838715,0.040733199,10.4012804,0.67406249,0.961236298,1.353149414,0.146198797,-18.3019104,21043.91016,6.389499187,-0.315859642,0.084415588,-9.392992973,1.220056057,0.999319971
Fastpartner,Large Cap,Finans & Fastighet,Fastighetsbolag,FPAR A,0.074074144,0.01135371,4.342241764,8.102560043,1.081799984,-0.76,0.177462292,-1.075268984,0.361835212,0.153262094,-0.273526821,0.04035512,13.83662033,3.30971694,6.202757835
Fast Balder,Large Cap,Finans & Fastighet,Fastighetsbolag,BALD B,0.26614542,0.01982161,7.484940052,8.811934471,1.141762018,-0.44525547,0.009460406,-9.080047607,0.621998012,0.739431977,-0.598270454,0.086105671,4.514294147,0.245540604,0.451494008
Feelgood,Small Cap,Hälsovård,Hälsovård & Hjälpmedel,FEEL,-0.180851059,0.094984798,9.649123192,0.316338509,1.271667957,-0.70801033,0.03534461,-5.044642925,0.495159805,0.177225098,0.164021187,0.00979021,33.21409988,2.844064951,4.094200134
Fenix Outdoor,Large Cap,Sällanköpsvaror,Kläder & Skor,FOI B,-0.177228794,0.01107011,16.12936974,1.601423025,3.092472076,-0.326530571,0.004419889,23.66651917,0.163097501,1.757663012,0.002604167,0.03636364,15.39138031,1.348317027,4.172698975
Fingerprint Cards,Mid Cap,Informationsteknik,Biometri,FING B,0.085041752,0.044985938,-330.0231018,3.075954914,2.494072914,-0.328125,2.623534851,-9.541419983,0.383046806,0.333144009,-0.17925106,0.06282722,9.426778793,0.365144998,1.607756972
Formpipe Software,Small Cap,Informationsteknik,Affärs- & IT-System,FPIP,-0.157446842,0.05037313,29.91839981,2.661556005,2.619437933,-0.552142258,0.03391521,-15.07073021,2.203773975,0.906257272,0.067357574,0.036407771,6.520019054,0.261293501,1.113989949
Getinge,Large Cap,Hälsovård,Hälsovård & Hjälpmedel,GETI B,0.656140366,0.02248033,42.08179855,1.936197042,2.451888084,-0.546052589,0.01904187,7.310871124,0.327275693,0.92166692,0.229845657,0.055788012,16.19058037,1.577128053,1.95223701
GHP Specialty Care,Small Cap,Hälsovård,Sjukhus & Vårdhem,GHP,-0.017793595,0.041031651,26.17601967,0.71413821,2.330708981,-0.703703766,0.035304501,-80,0.824143827,0.113850497,-0.49116806,0.005599104,23.6935997,3.249752045,1.766271949
Gunnebo,Mid Cap,Industri,Säkerhet,GUNN,-0.413988686,0.048674588,28.1255703,0.231827095,0.864442587,-0.302760906,0.048372092,-22.91954994,9.025205612,0.450809091,0.218750019,0.026223781,20.44074059,0.619192183,1.705207944
ICA Gruppen,Large Cap,Dagligvaror,Livsmedelsbutiker,ICA,0.268963509,0.06341464,25.68836021,0.739027619,2.604960918,-0.826568222,0.042262602,-0.474603713,0.055071421,-0.113181204,-0.176259003,0.043668122,7.204090118,0.58328861,1.012724042
Haldex,Mid Cap,Industri,Industrikomponenter,HLDX,-0.563182526,0.019375,247.5684967,0.240285799,0.805277824,-0.863247833,0.026812651,-0.107962199,0.119532198,0.03627871,0.155080214,0.01203704,11.21228027,17.67386055,2.393593073
Heba,Mid Cap,Finans & Fastighet,Fastighetsbolag,HEBA B,0.11728816,0.08505703,9.395131111,17.51530075,1.235595942,-0.825192795,0.029372499,15.24664021,0.239310905,0.090105876,-0.168716488,0.02276176,19.36157036,1.601426959,2.672703028
Hennes & Mauritz,Large Cap,Sällanköpsvaror,Kläder & Skor,HM B,-0.174374161,0.02111486,15.21175957,0.936272621,3.740981102,0.498152962,0.02073828,-65.9618988,4.771127224,3.184449911,0.144746504,0.021394949,23.05983925,3.014003038,0.958268881
Hexagon,Large Cap,Industri,Mätning & Analys,HEXA B,-0.134079285,0.01383126,21.76186943,3.911640882,2.520781994,-0.294117622,0.015124021,0.2915169,0.01452048,0.04648491,-0.240228786,0.098023844,6.850977898,2.75724411,0.887807786
Hexpol,Large Cap,Material,Kemikalier,HPOL B,-0.321785088,0.064516129,12.89091015,1.281764984,2.037475109,-0.272467918,0.036121669,-8.07600975,0.395889312,0.343225986,0.405454559,0.01164295,64.86205292,9.025285721,20.46627998
HiQ,Mid Cap,Informationsteknik,IT-Konsulter,HIQ,-0.373251801,0.051252851,11.35499954,1.083835006,2.460877895,-0.685714264,0.046454768,-0.214675993,0.0134148,0.0681393,-0.36466774,0.048979592,10.65715981,0.322597891,1.828186989
HMS Networks,Mid Cap,Informationsteknik,Kommunikation,HMS,-0.255789509,0.06078187,32.13489914,4.357986927,6.633049011,-0.230769272,0.02646106,214.2857056,1.751750946,3.118915081,-0.109787245,0.06453155,15.38619995,6.365786076,6.639338017
Holmen B,Large Cap,Material,Skogsbolag,HOLM B,0.332061081,0.02220166,5.372050762,2.558969975,1.169338942,-0.380045662,0.02130177,3.085553885,2.444304943,0.66204977,-0.22796814,0.023781209,10.33703041,0.667835414,1.617552996
Hufvudstaden A,Large Cap,Finans & Fastighet,Fastighetsbolag,HUFV A,-0.19913147,0.056882672,8.463354111,13.4408102,0.848523021,0.127785683,0.039802439,31.66799927,1.221876025,2.366976976,-0.280487823,0.045632329,13.3519001,2.157850027,2.28284502
Husqvarna B,Large Cap,Sällanköpsvaror,Hemelektronik,HUSQ B,-0.367391853,0.04,11.71623993,0.700303316,1.713253021,-0.525103378,0.03958333,33.48604965,1.719311953,-2.094600916,-0.180722885,0.07352941,12.82898045,0.994178891,2.611488104
I.A.R Systems,Mid Cap,Informationsteknik,Affärs- & IT-System,IAR B,-0.498113213,0.006687898,22.32518005,4.46940279,3.062144995,-0.310530186,0.244897995,7.128242016,0.411700487,-4.196529865,-0.159450474,0.05274889,8.494400024,0.731412888,1.007011056
Image Systems,Small Cap,Informationsteknik,Affärs- & IT-System,IS,-0.247787647,0.046768708,-16.26275063,0.537264585,0.86035502,-0.2541436,0.01142556,-2.213295937,0.30538699,0.666159987,-0.171548138,0.065656571,10.06507015,0.687505424,2.340362072
Indutrade,Large Cap,Industri,Industrikomponenter,INDT,-0.026969397,0.032991199,22.34754944,1.798869014,4.619102955,2.125,0.01612903,-13.60544014,2238.52002,6.541254997,0.230034733,0.02187721,23.91924095,1.613839984,4.657442093
ICTA,Small Cap,Industri,Affärskonsulter,ICTA,0.040000019,0.057906461,1.198027015,0.411463201,0.993312716,-0.340488777,0.01564792,15.01955986,1.447558045,2.247502089,-0.250833359,0.081572113,6.121058941,2.623289108,0.869680107
Intrum,Large Cap,Finans & Fastighet,Kredit & Finansiering,INTRUM,-0.493006973,0.045135412,-47.26548004,1.070353031,0.777214229,-0.322580681,0.1431005,20,0.224634901,1.156847954,0.21427021,0.022257841,24.18605042,6.39151001,-14.89634037
ITAB Shop Concept,Mid Cap,Industri,Bygginredning,ITAB B,-0.469565239,0.007417582,10.4095602,0.205981597,0.71457243,1.021491776,0.105551996,3.149435997,1.841377974,1.222411036,0.223684216,0.025806451,16.32438087,1.068109989,2.746556997
JM,Large Cap,Industri,Bostadsbyggnation,JM,-0.013687134,0.02522522,7.869997025,0.787398219,1.686575055,-0.92391304,0.03725009,-0.259139299,0.025104741,0.110393703,0.220408154,0.01672241,13.46150017,0.688894272,1.973471999
Kabe,Small Cap,Sällanköpsvaror,Bil & Motor,KABE B,-0.224422436,0.037037041,8.961872101,0.448473305,0.970183492,0.218731518,0.027099171,15.71753025,0.913074076,2.778744936,0.10976593,0.06545455,36.31896973,3.415333033,2.714112997
Karo Pharma,Mid Cap,Hälsovård,Biotech,KARO,0.440162315,0.049586778,1051.852051,4.909601212,1.654425025,-0.626262665,0.08,-0.175955907,0.129948303,-0.97163111,-0.169087925,0.05159071,20.40947914,1.683933973,1.589959025
Klövern A,Large Cap,Finans & Fastighet,Fastighetsbolag,KLOV A,0.210317421,0.041118422,4.189559937,3.458287001,0.624317706,-0.179094906,0.01102757,68.95075226,2.736489058,1.020652056,-0.263888893,0.062960849,18.82402992,0.84932673,0.879048407
KnowIT,Mid Cap,Informationsteknik,IT-Konsulter,KNOW,-0.334615402,0.0132626,11.43206024,0.795931816,2.166771889,-0.181034508,0.058043122,10.41209984,0.377174199,0.526847184,-0.330144806,0.02413516,-135.4584045,0.736727893,0.922624588
Kungsleden,Large Cap,Finans & Fastighet,Fastighetsbolag,KLED,-0.05650094,0.037037041,6.741836071,6.246523857,0.865469277,-0.134883766,0.009345794,15.09127998,2.130903959,2.125047922,-0.628046227,0.06024004,11.69651031,0.725260675,2.829137087
Lagercrantz,Mid Cap,Industri,Elektroniska komponenter,LAGR B,0.053540559,0.568561897,22.38820076,1.992548943,5.112071991,-0.519248848,0.01159816,21.52466011,3.460711956,6.609097004,-0.173758869,0.042918448,9.726164818,0.781920314,1.199887037
Lammhults Design,Small Cap,Industri,Bygginredning,LAMM B,-0.22173914,0.008173077,5.55960989,0.295899004,0.608772874,-0.168650799,0.008124387,2.34875989,23.57535934,0.566444993,-0.325091591,0.007123473,41.80018997,10.81002998,8.918652534
Latour,Large Cap,Finans & Fastighet,Investmentbolag,LATO B,0.174148617,0.209151592,18.20342064,7.058423042,3.728127956,-0.237471581,0.027166531,7.470373154,1.797507048,0.955640495,-0.249162788,0.04906333,6.345702171,0.526790619,1.641927958
Lindab,Mid Cap,Industri,Installation & VVS,LIAB,-0.206603794,0.028225811,9.468375206,0.650275588,1.277008057,-0.098942518,0.022810941,18.83966064,5.248777866,4.339892864,0.038961039,0.019,11.80136013,15.94274044,1.35759902
Loomis,Large Cap,Industri,Säkerhet,LOOM B,-0.36946106,0.007656968,9.631699562,0.753362417,1.652809978,-0.541247482,0.029243939,4.018152237,0.946537971,0.618681073,-0.01385672,0.03512881,6.736503124,6.60099411,1.100841999
Lundbergföretagen,Large Cap,Finans & Fastighet,Investmentbolag,LUND B,0.401459846,0.0275,8.783038139,4.837460041,1.290151954,0.112640972,0.029026749,18.08497047,5.56966877,6.13932085,-0.234615402,0.02512563,13.62244034,1.043441057,2.775552988
Lundin Mining,Large Cap,Material,Gruv - Prospekt & Drift,LUMI,-0.127527866,0.177069492,19.50453949,1.723562956,0.864606321,-0.343408699,0.0051731,7.595963001,0.404565006,1.403167009,-0.114754095,0.01111111,27.86808968,2.094624043,3.139105082
Lundin Petroleum,Large Cap,Energi,Olja & Gas - Exploatering,LUPE,-0.367127266,0.003846154,7.904336929,2.211232901,-4.078223228,-0.023192406,0.029917729,11.04086018,2.505045891,1.452659011,-0.183478241,0.05537806,16.10358047,0.547850788,4.566403866
Malmbergs Elektriska,Small Cap,Industri,Elektroniska komponenter,MEAB B,-0.300884972,0.008588235,10.93375015,0.616599381,1.243283033,-0.288328705,0.035506401,6.618710041,1.246963978,0.601224482,-0.441025658,0.051605511,10.42302036,1.662911057,2.945225954
Medivir,Small Cap,Hälsovård,Biotech,MVIR B,-0.267692318,0.02915452,-2.810692072,48.1711998,1.879852057,-0.454545441,0.01484854,-2.803738117,235.2901001,3.107542992,-0.619675446,0.005333334,70.80815887,1.127681971,4.558146954
Mekonomen,Mid Cap,Sällanköpsvaror,Bil & Motor,MEKO,-0.355957794,0.03646677,5.826329231,0.200239107,0.555080295,-0.421940918,0.051563358,-3.913727045,0.220961198,0.625602305,0.801724014,0.008074163,52.9382019,4.176426888,7.121663094
Mycronic,Large Cap,Informationsteknik,Elektronik & Tillverkning,MYCR,-0.050746293,0.05061224,14.56377029,2.891104937,4.181325912,-0.592096443,0.02349869,-13.02674007,0.365228713,0.711682379,-0.535545006,0.01020408,23.44498062,0.265808612,1.130610943
